Entity,Code,Date,total_distributed
Pennsylvania,,2021-03-04,4332465
Puerto Rico,PRI,2021-01-12,277200
Puerto Rico,PRI,2021-01-13,305475
Puerto Rico,PRI,2021-01-14,305475
Puerto Rico,PRI,2021-01-15,311325
Puerto Rico,PRI,2021-01-19,311325
Puerto Rico,PRI,2021-01-20,312450
Puerto Rico,PRI,2021-01-21,327950
Puerto Rico,PRI,2021-01-22,337350
Puerto Rico,PRI,2021-01-23,371550
Puerto Rico,PRI,2021-01-24,371550
Puerto Rico,PRI,2021-01-25,371550
Puerto Rico,PRI,2021-01-26,416900
Puerto Rico,PRI,2021-01-27,506425
Puerto Rico,PRI,2021-01-28,525000
Puerto Rico,PRI,2021-01-29,530850
Puerto Rico,PRI,2021-01-30,530950
Puerto Rico,PRI,2021-01-31,530950
Puerto Rico,PRI,2021-02-01,530950
Puerto Rico,PRI,2021-02-02,535525
Puerto Rico,PRI,2021-02-03,605425
Puerto Rico,PRI,2021-02-04,621025
Puerto Rico,PRI,2021-02-05,623325
Puerto Rico,PRI,2021-02-06,624025
Puerto Rico,PRI,2021-02-07,624025
Puerto Rico,PRI,2021-02-08,624025
Puerto Rico,PRI,2021-02-09,630850
Puerto Rico,PRI,2021-02-10,651350
Puerto Rico,PRI,2021-02-11,706500
Puerto Rico,PRI,2021-02-12,706600
Puerto Rico,PRI,2021-02-13,706800
Puerto Rico,PRI,2021-02-14,706800
Puerto Rico,PRI,2021-02-16,716800
Puerto Rico,PRI,2021-02-17,716800
Puerto Rico,PRI,2021-02-18,733200
Puerto Rico,PRI,2021-02-19,764700
Puerto Rico,PRI,2021-02-20,806625
Puerto Rico,PRI,2021-02-21,806625
Puerto Rico,PRI,2021-02-22,806625
Puerto Rico,PRI,2021-02-23,813170
Puerto Rico,PRI,2021-02-24,922600
Puerto Rico,PRI,2021-02-25,971910
Puerto Rico,PRI,2021-02-26,995210
Puerto Rico,PRI,2021-02-27,1036820
Puerto Rico,PRI,2021-02-28,1036820
Puerto Rico,PRI,2021-03-01,1036820
Puerto Rico,PRI,2021-03-02,1056070
Puerto Rico,PRI,2021-03-03,1135850
Puerto Rico,PRI,2021-03-04,1172550
Republic of Palau,,2021-01-12,6000
Republic of Palau,,2021-01-13,6000
Republic of Palau,,2021-01-14,6000
Republic of Palau,,2021-01-15,6000
Republic of Palau,,2021-01-19,6000
Republic of Palau,,2021-01-20,6000
Republic of Palau,,2021-01-21,6000
Republic of Palau,,2021-01-22,6000
Republic of Palau,,2021-01-23,6000
Republic of Palau,,2021-01-24,6000
Republic of Palau,,2021-01-25,6000
Republic of Palau,,2021-01-26,6000
Republic of Palau,,2021-01-27,6000
Republic of Palau,,2021-01-28,6000
Republic of Palau,,2021-01-29,6000
Republic of Palau,,2021-01-30,6000
Republic of Palau,,2021-01-31,6000
Republic of Palau,,2021-02-01,6000
Republic of Palau,,2021-02-02,6000
Republic of Palau,,2021-02-03,6000
Republic of Palau,,2021-02-04,6000
Republic of Palau,,2021-02-05,6000
Republic of Palau,,2021-02-06,6000
Republic of Palau,,2021-02-07,9200
Republic of Palau,,2021-02-08,9200
Republic of Palau,,2021-02-09,9200
Republic of Palau,,2021-02-10,9200
Republic of Palau,,2021-02-11,9200
Republic of Palau,,2021-02-12,9200
Republic of Palau,,2021-02-13,9200
Republic of Palau,,2021-02-14,9200
Republic of Palau,,2021-02-16,9200
Republic of Palau,,2021-02-17,9200
Republic of Palau,,2021-02-18,9200
Republic of Palau,,2021-02-19,9200
Republic of Palau,,2021-02-20,9200
Republic of Palau,,2021-02-21,9200
Republic of Palau,,2021-02-22,9200
Republic of Palau,,2021-02-23,9200
Republic of Palau,,2021-02-24,9200
Republic of Palau,,2021-02-25,9200
Republic of Palau,,2021-02-26,9200
Republic of Palau,,2021-02-27,9200
Republic of Palau,,2021-02-28,9200
Republic of Palau,,2021-03-01,9200
Republic of Palau,,2021-03-02,14600
Republic of Palau,,2021-03-03,14600
Republic of Palau,,2021-03-04,14600
Rhode Island,,2021-01-12,80225
Rhode Island,,2021-01-13,82175
Rhode Island,,2021-01-14,84125
Rhode Island,,2021-01-15,108425
Rhode Island,,2021-01-19,108425
Rhode Island,,2021-01-20,122575
Rhode Island,,2021-01-21,127450
Rhode Island,,2021-01-22,136225
Rhode Island,,2021-01-23,149225
Rhode Island,,2021-01-24,149225
Rhode Island,,2021-01-25,149225
Rhode Island,,2021-01-26,151675
Rhode Island,,2021-01-27,151675
Rhode Island,,2021-01-28,153625
Rhode Island,,2021-01-29,157525
Rhode Island,,2021-01-30,173225
Rhode Island,,2021-01-31,173225
Rhode Island,,2021-02-01,173225
Rhode Island,,2021-02-02,176150
Rhode Island,,2021-02-03,176650
Rhode Island,,2021-02-04,178600
Rhode Island,,2021-02-05,178600
Rhode Island,,2021-02-06,192300
Rhode Island,,2021-02-07,192300
Rhode Island,,2021-02-08,192300
Rhode Island,,2021-02-09,207950
Rhode Island,,2021-02-10,208350
Rhode Island,,2021-02-11,211650
Rhode Island,,2021-02-12,211850
Rhode Island,,2021-02-13,228650
Rhode Island,,2021-02-14,228650
Rhode Island,,2021-02-16,234500
Rhode Island,,2021-02-17,234500
Rhode Island,,2021-02-18,234500
Rhode Island,,2021-02-19,246175
Rhode Island,,2021-02-20,246175
Rhode Island,,2021-02-21,246175
Rhode Island,,2021-02-22,246175
Rhode Island,,2021-02-23,272255
Rhode Island,,2021-02-24,292365
Rhode Island,,2021-02-25,300805
Rhode Island,,2021-02-26,304145
Rhode Island,,2021-02-27,308415
Rhode Island,,2021-02-28,308415
Rhode Island,,2021-03-01,308415
Rhode Island,,2021-03-02,350915
Rhode Island,,2021-03-03,351515
Rhode Island,,2021-03-04,354585
South Carolina,,2021-01-12,315950
South Carolina,,2021-01-13,317450
South Carolina,,2021-01-14,346150
South Carolina,,2021-01-15,350550
South Carolina,,2021-01-19,350550
South Carolina,,2021-01-20,437675
South Carolina,,2021-01-21,443375
South Carolina,,2021-01-22,453150
South Carolina,,2021-01-23,453250
South Carolina,,2021-01-24,453250
South Carolina,,2021-01-25,453250
South Carolina,,2021-01-26,519600
South Carolina,,2021-01-27,548250
South Carolina,,2021-01-28,548750
South Carolina,,2021-01-29,558050
South Carolina,,2021-01-30,560150
South Carolina,,2021-01-31,560150
South Carolina,,2021-02-01,560150
South Carolina,,2021-02-02,659950
South Carolina,,2021-02-03,682700
South Carolina,,2021-02-04,683600
South Carolina,,2021-02-05,684700
South Carolina,,2021-02-06,684700
South Carolina,,2021-02-07,684700
South Carolina,,2021-02-08,684700
South Carolina,,2021-02-09,712325
South Carolina,,2021-02-10,732700
South Carolina,,2021-02-11,779500
South Carolina,,2021-02-12,826950
South Carolina,,2021-02-13,891450
South Carolina,,2021-02-14,891650
South Carolina,,2021-02-16,926750
South Carolina,,2021-02-17,939350
South Carolina,,2021-02-18,939350
South Carolina,,2021-02-19,1064775
South Carolina,,2021-02-20,1066275
South Carolina,,2021-02-21,1066275
South Carolina,,2021-02-22,1066275
South Carolina,,2021-02-23,1122765
South Carolina,,2021-02-24,1197015
South Carolina,,2021-02-25,1291305
South Carolina,,2021-02-26,1294405
South Carolina,,2021-02-27,1339205
South Carolina,,2021-02-28,1339205
South Carolina,,2021-03-01,1339205
South Carolina,,2021-03-02,1482565
South Carolina,,2021-03-03,1489675
South Carolina,,2021-03-04,1541005
South Dakota,,2021-01-12,83500
South Dakota,,2021-01-13,88375
South Dakota,,2021-01-14,88375
South Dakota,,2021-01-15,93675
South Dakota,,2021-01-19,93675
South Dakota,,2021-01-20,95825
South Dakota,,2021-01-21,99300
South Dakota,,2021-01-22,100275
South Dakota,,2021-01-23,106575
South Dakota,,2021-01-24,106575
South Dakota,,2021-01-25,106575
South Dakota,,2021-01-26,117725
South Dakota,,2021-01-27,122825
South Dakota,,2021-01-28,123800
South Dakota,,2021-01-29,123800
South Dakota,,2021-01-30,130700
South Dakota,,2021-01-31,130700
South Dakota,,2021-02-01,130700
South Dakota,,2021-02-02,142500
South Dakota,,2021-02-03,147600
South Dakota,,2021-02-04,153450
South Dakota,,2021-02-05,153450
South Dakota,,2021-02-06,161150
South Dakota,,2021-02-07,161150
South Dakota,,2021-02-08,161150
South Dakota,,2021-02-09,167975
South Dakota,,2021-02-10,173275
South Dakota,,2021-02-11,181725
South Dakota,,2021-02-12,182025
South Dakota,,2021-02-13,182025
South Dakota,,2021-02-14,182025
South Dakota,,2021-02-16,189250
South Dakota,,2021-02-17,189250
South Dakota,,2021-02-18,197050
South Dakota,,2021-02-19,262800
South Dakota,,2021-02-20,266970
South Dakota,,2021-02-21,266970
South Dakota,,2021-02-22,266970
South Dakota,,2021-02-23,278670
South Dakota,,2021-02-24,298240
South Dakota,,2021-02-25,309130
South Dakota,,2021-02-26,319230
South Dakota,,2021-02-27,329300
South Dakota,,2021-02-28,329300
South Dakota,,2021-03-01,329300
South Dakota,,2021-03-02,341900
South Dakota,,2021-03-03,357250
South Dakota,,2021-03-04,376770
Tennessee,,2021-01-12,485800
Tennessee,,2021-01-13,598000
Tennessee,,2021-01-14,656550
Tennessee,,2021-01-15,657550
Tennessee,,2021-01-19,657550
Tennessee,,2021-01-20,672825
Tennessee,,2021-01-21,723825
Tennessee,,2021-01-22,798450
Tennessee,,2021-01-23,838825
Tennessee,,2021-01-24,838825
Tennessee,,2021-01-25,838825
Tennessee,,2021-01-26,838925
Tennessee,,2021-01-27,886225
Tennessee,,2021-01-28,939650
Tennessee,,2021-01-29,953600
Tennessee,,2021-01-30,998875
Tennessee,,2021-01-31,998875
Tennessee,,2021-02-01,998875
Tennessee,,2021-02-02,990975
Tennessee,,2021-02-03,1043575
Tennessee,,2021-02-04,1090300
Tennessee,,2021-02-05,1108925
Tennessee,,2021-02-06,1156975
Tennessee,,2021-02-07,1156975
Tennessee,,2021-02-08,1156975
Tennessee,,2021-02-09,1157375
Tennessee,,2021-02-10,1225075
Tennessee,,2021-02-11,1295675
Tennessee,,2021-02-12,1331775
Tennessee,,2021-02-13,1357425
Tennessee,,2021-02-14,1361700
Tennessee,,2021-02-16,1385925
Tennessee,,2021-02-17,1404675
Tennessee,,2021-02-18,1410500
Tennessee,,2021-02-19,1466450
Tennessee,,2021-02-20,1477175
Tennessee,,2021-02-21,1478150
Tennessee,,2021-02-22,1478150
Tennessee,,2021-02-23,1562170
Tennessee,,2021-02-24,1774540
Tennessee,,2021-02-25,1787250
Tennessee,,2021-02-26,1877820
Tennessee,,2021-02-27,1965740
Tennessee,,2021-02-28,1965740
Tennessee,,2021-03-01,1965740
Tennessee,,2021-03-02,1974990
Tennessee,,2021-03-03,2043160
Tennessee,,2021-03-04,2147660
Texas,,2021-01-12,1949125
Texas,,2021-01-13,1984225
Texas,,2021-01-14,2105600
Texas,,2021-01-15,2105600
Texas,,2021-01-19,2105600
Texas,,2021-01-20,2551125
Texas,,2021-01-21,2754800
Texas,,2021-01-22,2884425
Texas,,2021-01-23,3070825
Texas,,2021-01-24,3070825
Texas,,2021-01-25,3070825
Texas,,2021-01-26,3342350
Texas,,2021-01-27,3505450
Texas,,2021-01-28,3513450
Texas,,2021-01-29,3659550
Texas,,2021-01-30,3659550
Texas,,2021-01-31,3659550
Texas,,2021-02-01,3659550
Texas,,2021-02-02,4092150
Texas,,2021-02-03,4214900
Texas,,2021-02-04,4232675
Texas,,2021-02-05,4244375
Texas,,2021-02-06,4402275
Texas,,2021-02-07,4402275
Texas,,2021-02-08,4402275
Texas,,2021-02-09,4594050
Texas,,2021-02-10,5010525
Texas,,2021-02-11,5091325
Texas,,2021-02-12,5095175
Texas,,2021-02-13,5098825
Texas,,2021-02-14,5099325
Texas,,2021-02-16,5112975
Texas,,2021-02-17,5113175
Texas,,2021-02-18,5258675
Texas,,2021-02-19,5520100
Texas,,2021-02-20,5602100
Texas,,2021-02-21,5652800
Texas,,2021-02-22,5652800
Texas,,2021-02-23,6151450
Texas,,2021-02-24,7191395
Texas,,2021-02-25,7380615
Texas,,2021-02-26,7419305
Texas,,2021-02-27,7615175
Texas,,2021-02-28,7615175
Texas,,2021-03-01,7615175
Texas,,2021-03-02,8234755
Texas,,2021-03-03,8709955
Texas,,2021-03-04,8839175
United States,USA,2021-01-12,27696150
United States,USA,2021-01-13,29380125
United States,USA,2021-01-14,30628175
United States,USA,2021-01-15,31161075
United States,USA,2021-01-19,31161075
United States,USA,2021-01-20,35990150
United States,USA,2021-01-21,37960000
United States,USA,2021-01-22,39892400
United States,USA,2021-01-23,41411550
United States,USA,2021-01-24,41411550
United States,USA,2021-01-25,41418325
United States,USA,2021-01-26,44394075
United States,USA,2021-01-27,47230950
United States,USA,2021-01-28,48386275
United States,USA,2021-01-29,49216500
United States,USA,2021-01-30,49932850
United States,USA,2021-01-31,49933250
United States,USA,2021-02-01,49936450
United States,USA,2021-02-02,52657675
United States,USA,2021-02-03,55943800
United States,USA,2021-02-04,57489675
United States,USA,2021-02-05,58380300
United States,USA,2021-02-06,59304600
United States,USA,2021-02-07,59307800
United States,USA,2021-02-08,59307800
United States,USA,2021-02-09,62898775
United States,USA,2021-02-10,65972575
United States,USA,2021-02-11,68285575
United States,USA,2021-02-12,69014725
United States,USA,2021-02-13,69883625
United States,USA,2021-02-14,70057800
United States,USA,2021-02-16,71657975
United States,USA,2021-02-17,72423125
United States,USA,2021-02-18,73377450
United States,USA,2021-02-19,78152495
United States,USA,2021-02-20,74979165
United States,USA,2021-02-21,75204965
United States,USA,2021-02-22,75205940
United States,USA,2021-02-23,82114370
United States,USA,2021-02-24,88669035
United States,USA,2021-02-25,91673010
United States,USA,2021-02-26,94300910
United States,USA,2021-02-27,96402290
United States,USA,2021-02-28,96402490
United States,USA,2021-03-01,96402490
United States,USA,2021-03-02,102353940
United States,USA,2021-03-03,107028890
United States,USA,2021-03-04,109905530
Utah,,2021-01-12,256275
Utah,,2021-01-13,266025
Utah,,2021-01-14,267975
Utah,,2021-01-15,268175
Utah,,2021-01-19,268175
Utah,,2021-01-20,319700
Utah,,2021-01-21,337825
Utah,,2021-01-22,341725
Utah,,2021-01-23,341725
Utah,,2021-01-24,341725
Utah,,2021-01-25,341725
Utah,,2021-01-26,374850
Utah,,2021-01-27,394250
Utah,,2021-01-28,399425
Utah,,2021-01-29,401375
Utah,,2021-01-30,401375
Utah,,2021-01-31,401375
Utah,,2021-02-01,401375
Utah,,2021-02-02,427225
Utah,,2021-02-03,471575
Utah,,2021-02-04,492450
Utah,,2021-02-05,493425
Utah,,2021-02-06,493525
Utah,,2021-02-07,493525
Utah,,2021-02-08,493525
Utah,,2021-02-09,531875
Utah,,2021-02-10,554050
Utah,,2021-02-11,579600
Utah,,2021-02-12,579700
Utah,,2021-02-13,579700
Utah,,2021-02-14,579700
Utah,,2021-02-16,604675
Utah,,2021-02-17,605650
Utah,,2021-02-18,618325
Utah,,2021-02-19,657150
Utah,,2021-02-20,658750
Utah,,2021-02-21,658750
Utah,,2021-02-22,658750
Utah,,2021-02-23,723510
Utah,,2021-02-24,759020
Utah,,2021-02-25,787680
Utah,,2021-02-26,816550
Utah,,2021-02-27,820950
Utah,,2021-02-28,820950
Utah,,2021-03-01,820950
Utah,,2021-03-02,879350
Utah,,2021-03-03,911620
Utah,,2021-03-04,953380
Vermont,,2021-01-12,64925
Vermont,,2021-01-13,69800
Vermont,,2021-01-14,69800
Vermont,,2021-01-15,74000
Vermont,,2021-01-19,74000
Vermont,,2021-01-20,75950
Vermont,,2021-01-21,78875
Vermont,,2021-01-22,84825
Vermont,,2021-01-23,90000
Vermont,,2021-01-24,90000
Vermont,,2021-01-25,90000
Vermont,,2021-01-26,92925
Vermont,,2021-01-27,96825
Vermont,,2021-01-28,98775
Vermont,,2021-01-29,99750
Vermont,,2021-01-30,99750
Vermont,,2021-01-31,99750
Vermont,,2021-02-01,99750
Vermont,,2021-02-02,109825
Vermont,,2021-02-03,113625
Vermont,,2021-02-04,116075
Vermont,,2021-02-05,116075
Vermont,,2021-02-06,116075
Vermont,,2021-02-07,116075
Vermont,,2021-02-08,116075
Vermont,,2021-02-09,129875
Vermont,,2021-02-10,134075
Vermont,,2021-02-11,137925
Vermont,,2021-02-12,138025
Vermont,,2021-02-13,138025
Vermont,,2021-02-14,138025
Vermont,,2021-02-16,147425
Vermont,,2021-02-17,150375
Vermont,,2021-02-18,151350
Vermont,,2021-02-19,159650
Vermont,,2021-02-20,159650
Vermont,,2021-02-21,163550
Vermont,,2021-02-22,163550
Vermont,,2021-02-23,178620
Vermont,,2021-02-24,194760
Vermont,,2021-02-25,205810
Vermont,,2021-02-26,206910
Vermont,,2021-02-27,206910
Vermont,,2021-02-28,206910
Vermont,,2021-03-01,206910
Vermont,,2021-03-02,227350
Vermont,,2021-03-03,230850
Vermont,,2021-03-04,246000
Veterans Health,,2021-01-12,885950
Veterans Health,,2021-01-13,941525
Veterans Health,,2021-01-14,941925
Veterans Health,,2021-01-15,994425
Veterans Health,,2021-01-19,994425
Veterans Health,,2021-01-20,1048050
Veterans Health,,2021-01-21,1100725
Veterans Health,,2021-01-22,1150825
Veterans Health,,2021-01-23,1151525
Veterans Health,,2021-01-24,1151525
Veterans Health,,2021-01-25,1151525
Veterans Health,,2021-01-26,1260325
Veterans Health,,2021-01-27,1312125
Veterans Health,,2021-01-28,1367700
Veterans Health,,2021-01-29,1367700
Veterans Health,,2021-01-30,1367700
Veterans Health,,2021-01-31,1367700
Veterans Health,,2021-02-01,1367700
Veterans Health,,2021-02-02,1491725
Veterans Health,,2021-02-03,1543525
Veterans Health,,2021-02-04,1598925
Veterans Health,,2021-02-05,1600425
Veterans Health,,2021-02-06,1733525
Veterans Health,,2021-02-07,1733525
Veterans Health,,2021-02-08,1733525
Veterans Health,,2021-02-09,1929100
Veterans Health,,2021-02-10,1986425
Veterans Health,,2021-02-11,2042525
Veterans Health,,2021-02-12,2042525
Veterans Health,,2021-02-13,2042525
Veterans Health,,2021-02-14,2042525
Veterans Health,,2021-02-16,2048375
Veterans Health,,2021-02-17,2080550
Veterans Health,,2021-02-18,2111750
Veterans Health,,2021-02-19,2125400
Veterans Health,,2021-02-20,2185950
Veterans Health,,2021-02-21,2186925
Veterans Health,,2021-02-22,2186925
Veterans Health,,2021-02-23,2384285
Veterans Health,,2021-02-24,2459785
Veterans Health,,2021-02-25,2595905
Veterans Health,,2021-02-26,2595905
Veterans Health,,2021-02-27,2597405
Veterans Health,,2021-02-28,2597405
Veterans Health,,2021-03-01,2597405
Veterans Health,,2021-03-02,2770485
Veterans Health,,2021-03-03,2779685
Veterans Health,,2021-03-04,3191805
Virgin Islands,,2021-01-12,9175
Virgin Islands,,2021-01-13,9575
Virgin Islands,,2021-01-14,10750
Virgin Islands,,2021-01-15,11825
Virgin Islands,,2021-01-19,11825
Virgin Islands,,2021-01-20,12325
Virgin Islands,,2021-01-21,13325
Virgin Islands,,2021-01-22,13525
Virgin Islands,,2021-01-23,13525
Virgin Islands,,2021-01-24,13525
Virgin Islands,,2021-01-25,14500
Virgin Islands,,2021-01-26,15700
Virgin Islands,,2021-01-27,16875
Virgin Islands,,2021-01-28,17075
Virgin Islands,,2021-01-29,17075
Virgin Islands,,2021-01-30,17075
Virgin Islands,,2021-01-31,17075
Virgin Islands,,2021-02-01,17075
Virgin Islands,,2021-02-02,20325
Virgin Islands,,2021-02-03,20325
Virgin Islands,,2021-02-04,20625
Virgin Islands,,2021-02-05,20625
Virgin Islands,,2021-02-06,20625
Virgin Islands,,2021-02-07,20625
Virgin Islands,,2021-02-08,20625
Virgin Islands,,2021-02-09,21525
Virgin Islands,,2021-02-10,24275
Virgin Islands,,2021-02-11,25450
Virgin Islands,,2021-02-12,26425
Virgin Islands,,2021-02-13,26425
Virgin Islands,,2021-02-14,26425
Virgin Islands,,2021-02-16,26425
Virgin Islands,,2021-02-17,26425
Virgin Islands,,2021-02-18,26425
Virgin Islands,,2021-02-19,26425
Virgin Islands,,2021-02-20,26425
Virgin Islands,,2021-02-21,26425
Virgin Islands,,2021-02-22,26425
Virgin Islands,,2021-02-23,28825
Virgin Islands,,2021-02-24,29525
Virgin Islands,,2021-02-25,36080
Virgin Islands,,2021-02-26,36080
Virgin Islands,,2021-02-27,36080
Virgin Islands,,2021-02-28,36080
Virgin Islands,,2021-03-01,36080
Virgin Islands,,2021-03-02,37680
Virgin Islands,,2021-03-03,38080
Virgin Islands,,2021-03-04,38080
Virginia,,2021-01-12,797150
Virginia,,2021-01-13,845900
Virginia,,2021-01-14,852725
Virginia,,2021-01-15,852725
Virginia,,2021-01-19,852725
Virginia,,2021-01-20,962900
Virginia,,2021-01-21,992375
Virginia,,2021-01-22,1067775
Virginia,,2021-01-23,1069725
Virginia,,2021-01-24,1069725
Virginia,,2021-01-25,1069725
Virginia,,2021-01-26,1172375
Virginia,,2021-01-27,1179550
Virginia,,2021-01-28,1171750
Virginia,,2021-01-29,1186375
Virginia,,2021-01-30,1232350
Virginia,,2021-01-31,1232350
Virginia,,2021-02-01,1232350
Virginia,,2021-02-02,1306800
Virginia,,2021-02-03,1370975
Virginia,,2021-02-04,1381375
Virginia,,2021-02-05,1387775
Virginia,,2021-02-06,1387775
Virginia,,2021-02-07,1387775
Virginia,,2021-02-08,1387775
Virginia,,2021-02-09,1544150
Virginia,,2021-02-10,1559275
Virginia,,2021-02-11,1589875
Virginia,,2021-02-12,1590575
Virginia,,2021-02-13,1596425
Virginia,,2021-02-14,1596425
Virginia,,2021-02-16,1648500
Virginia,,2021-02-17,1714800
Virginia,,2021-02-18,1714800
Virginia,,2021-02-19,1942700
Virginia,,2021-02-20,1948550
Virginia,,2021-02-21,1949525
Virginia,,2021-02-22,1949525
Virginia,,2021-02-23,2283165
Virginia,,2021-02-24,2360275
Virginia,,2021-02-25,2368825
Virginia,,2021-02-26,2428885
Virginia,,2021-02-27,2536495
Virginia,,2021-02-28,2536495
Virginia,,2021-03-01,2536495
Virginia,,2021-03-02,2735305
Virginia,,2021-03-03,2762975
Virginia,,2021-03-04,2784575
Washington,,2021-01-12,567725
Washington,,2021-01-13,572600
Washington,,2021-01-14,655575
Washington,,2021-01-15,696175
Washington,,2021-01-19,696175
Washington,,2021-01-20,805000
Washington,,2021-01-21,820875
Washington,,2021-01-22,829950
Washington,,2021-01-23,846625
Washington,,2021-01-24,846625
Washington,,2021-01-25,846625
Washington,,2021-01-26,960800
Washington,,2021-01-27,981050
Washington,,2021-01-28,1003550
Washington,,2021-01-29,1005500
Washington,,2021-01-30,1031400
Washington,,2021-01-31,1031400
Washington,,2021-02-01,1031400
Washington,,2021-02-02,1129025
Washington,,2021-02-03,1163675
Washington,,2021-02-04,1168625
Washington,,2021-02-05,1172525
Washington,,2021-02-06,1208600
Washington,,2021-02-07,1208600
Washington,,2021-02-08,1208600
Washington,,2021-02-09,1364750
Washington,,2021-02-10,1405100
Washington,,2021-02-11,1429050
Washington,,2021-02-12,1437825
Washington,,2021-02-13,1437825
Washington,,2021-02-14,1437825
Washington,,2021-02-16,1453425
Washington,,2021-02-17,1500225
Washington,,2021-02-18,1500325
Washington,,2021-02-19,1601125
Washington,,2021-02-20,1619340
Washington,,2021-02-21,1619340
Washington,,2021-02-22,1619340
Washington,,2021-02-23,1920320
Washington,,2021-02-24,2013420
Washington,,2021-02-25,2094570
Washington,,2021-02-26,2166300
Washington,,2021-02-27,2245010
Washington,,2021-02-28,2245010
Washington,,2021-03-01,2245010
Washington,,2021-03-02,2443300
Washington,,2021-03-03,2517210
Washington,,2021-03-04,2572750
West Virginia,,2021-01-12,160975
West Virginia,,2021-01-13,160975
West Virginia,,2021-01-14,160975
West Virginia,,2021-01-15,205475
West Virginia,,2021-01-19,205475
West Virginia,,2021-01-20,231800
West Virginia,,2021-01-21,231800
West Virginia,,2021-01-22,231800
West Virginia,,2021-01-23,243100
West Virginia,,2021-01-24,243100
West Virginia,,2021-01-25,243100
West Virginia,,2021-01-26,278400
West Virginia,,2021-01-27,278400
West Virginia,,2021-01-28,278400
West Virginia,,2021-01-29,278400
West Virginia,,2021-01-30,305200
West Virginia,,2021-01-31,305200
West Virginia,,2021-02-01,305200
West Virginia,,2021-02-02,325100
West Virginia,,2021-02-03,328600
West Virginia,,2021-02-04,328600
West Virginia,,2021-02-05,328600
West Virginia,,2021-02-06,357000
West Virginia,,2021-02-07,357000
West Virginia,,2021-02-08,357000
West Virginia,,2021-02-09,380400
West Virginia,,2021-02-10,380400
West Virginia,,2021-02-11,387400
West Virginia,,2021-02-12,387700
West Virginia,,2021-02-13,395600
West Virginia,,2021-02-14,395600
West Virginia,,2021-02-16,429800
West Virginia,,2021-02-17,441500
West Virginia,,2021-02-18,441500
West Virginia,,2021-02-19,481225
West Virginia,,2021-02-20,481225
West Virginia,,2021-02-21,481225
West Virginia,,2021-02-22,481225
West Virginia,,2021-02-23,512865
West Virginia,,2021-02-24,556135
West Virginia,,2021-02-25,568255
West Virginia,,2021-02-26,571155
West Virginia,,2021-02-27,605255
West Virginia,,2021-02-28,605255
West Virginia,,2021-03-01,605255
West Virginia,,2021-03-02,644595
West Virginia,,2021-03-03,652465
West Virginia,,2021-03-04,659465
Wisconsin,,2021-01-12,429500
Wisconsin,,2021-01-13,435900
Wisconsin,,2021-01-14,437900
Wisconsin,,2021-01-15,437900
Wisconsin,,2021-01-19,437900
Wisconsin,,2021-01-20,538325
Wisconsin,,2021-01-21,577325
Wisconsin,,2021-01-22,597225
Wisconsin,,2021-01-23,610100
Wisconsin,,2021-01-24,610100
Wisconsin,,2021-01-25,610100
Wisconsin,,2021-01-26,685100
Wisconsin,,2021-01-27,790400
Wisconsin,,2021-01-28,793050
Wisconsin,,2021-01-29,793750
Wisconsin,,2021-01-30,795050
Wisconsin,,2021-01-31,795050
Wisconsin,,2021-02-01,795050
Wisconsin,,2021-02-02,900250
Wisconsin,,2021-02-03,922900
Wisconsin,,2021-02-04,925800
Wisconsin,,2021-02-05,926300
Wisconsin,,2021-02-06,926300
Wisconsin,,2021-02-07,926300
Wisconsin,,2021-02-08,926300
Wisconsin,,2021-02-09,1045950
Wisconsin,,2021-02-10,1059200
Wisconsin,,2021-02-11,1080700
Wisconsin,,2021-02-12,1080800
Wisconsin,,2021-02-13,1082100
Wisconsin,,2021-02-14,1082100
Wisconsin,,2021-02-16,1223525
Wisconsin,,2021-02-17,1238725
Wisconsin,,2021-02-18,1243125
Wisconsin,,2021-02-19,1300325
Wisconsin,,2021-02-20,1301825
Wisconsin,,2021-02-21,1301825
Wisconsin,,2021-02-22,1301825
Wisconsin,,2021-02-23,1401205
Wisconsin,,2021-02-24,1447395
Wisconsin,,2021-02-25,1579565
Wisconsin,,2021-02-26,1588265
Wisconsin,,2021-02-27,1588665
Wisconsin,,2021-02-28,1588665
Wisconsin,,2021-03-01,1588665
Wisconsin,,2021-03-02,1814215
Wisconsin,,2021-03-03,1863155
Wisconsin,,2021-03-04,1876225
Wyoming,,2021-01-12,47800
Wyoming,,2021-01-13,57800
Wyoming,,2021-01-14,58775
Wyoming,,2021-01-15,58775
Wyoming,,2021-01-19,58775
Wyoming,,2021-01-20,62575
Wyoming,,2021-01-21,67450
Wyoming,,2021-01-22,69650
Wyoming,,2021-01-23,70750
Wyoming,,2021-01-24,70750
Wyoming,,2021-01-25,70750
Wyoming,,2021-01-26,71725
Wyoming,,2021-01-27,82825
Wyoming,,2021-01-28,82825
Wyoming,,2021-01-29,85750
Wyoming,,2021-01-30,85750
Wyoming,,2021-01-31,85750
Wyoming,,2021-02-01,85750
Wyoming,,2021-02-02,89450
Wyoming,,2021-02-03,97750
Wyoming,,2021-02-04,97750
Wyoming,,2021-02-05,101650
Wyoming,,2021-02-06,101650
Wyoming,,2021-02-07,101650
Wyoming,,2021-02-08,101650
Wyoming,,2021-02-09,113175
Wyoming,,2021-02-10,117475
Wyoming,,2021-02-11,118875
