Entity,Code,Date,total_vaccinations
Georgia,GEO,2021-02-08,1167738
Georgia,GEO,2021-02-09,1179950
Georgia,GEO,2021-02-10,1223850
Georgia,GEO,2021-02-11,1273015
Georgia,GEO,2021-02-12,1273015
Georgia,GEO,2021-02-13,1328795
Georgia,GEO,2021-02-14,1437718
Georgia,GEO,2021-02-16,1473440
Georgia,GEO,2021-02-17,1473440
Georgia,GEO,2021-02-18,1569216
Georgia,GEO,2021-02-19,1720789
Georgia,GEO,2021-02-20,1786755
Georgia,GEO,2021-02-21,1850856
Georgia,GEO,2021-02-22,1873683
Georgia,GEO,2021-02-23,1880429
Georgia,GEO,2021-02-24,1919262
Georgia,GEO,2021-02-25,1961849
Georgia,GEO,2021-02-26,2013769
Georgia,GEO,2021-02-27,2070076
Georgia,GEO,2021-02-28,2072451
Georgia,GEO,2021-03-01,2072628
Georgia,GEO,2021-03-02,2085047
Georgia,GEO,2021-03-03,2133517
Georgia,GEO,2021-03-04,2187289
Georgia,GEO,2021-03-05,2253011
Georgia,GEO,2021-03-06,2308087
Georgia,GEO,2021-03-07,2366573
Georgia,GEO,2021-03-08,2391999
Georgia,GEO,2021-03-09,2406206
Georgia,GEO,2021-03-10,2408998
Georgia,GEO,2021-03-11,2483900
Guam,GUM,2021-01-12,3791
Guam,GUM,2021-01-13,3791
Guam,GUM,2021-01-14,3791
Guam,GUM,2021-01-15,3791
Guam,GUM,2021-01-19,3791
Guam,GUM,2021-01-20,3791
Guam,GUM,2021-01-21,3791
Guam,GUM,2021-01-22,3791
Guam,GUM,2021-01-23,3791
Guam,GUM,2021-01-24,3791
Guam,GUM,2021-01-25,3791
Guam,GUM,2021-01-26,17306
Guam,GUM,2021-01-27,18263
Guam,GUM,2021-01-28,19520
Guam,GUM,2021-01-29,21254
Guam,GUM,2021-01-30,22454
Guam,GUM,2021-01-31,22454
Guam,GUM,2021-02-01,23445
Guam,GUM,2021-02-02,24810
Guam,GUM,2021-02-03,26068
Guam,GUM,2021-02-04,26068
Guam,GUM,2021-02-05,27369
Guam,GUM,2021-02-06,28959
Guam,GUM,2021-02-07,29572
Guam,GUM,2021-02-08,29719
Guam,GUM,2021-02-09,30923
Guam,GUM,2021-02-10,32443
Guam,GUM,2021-02-11,33993
Guam,GUM,2021-02-12,35917
Guam,GUM,2021-02-13,37750
Guam,GUM,2021-02-14,38622
Guam,GUM,2021-02-16,39504
Guam,GUM,2021-02-17,41007
Guam,GUM,2021-02-18,42671
Guam,GUM,2021-02-19,46897
Guam,GUM,2021-02-20,48387
Guam,GUM,2021-02-21,48479
Guam,GUM,2021-02-22,49587
Guam,GUM,2021-02-23,50500
Guam,GUM,2021-02-24,51514
Guam,GUM,2021-02-25,52661
Guam,GUM,2021-02-26,52701
Guam,GUM,2021-02-27,54244
Guam,GUM,2021-02-28,55213
Guam,GUM,2021-03-01,55255
Guam,GUM,2021-03-02,55402
Guam,GUM,2021-03-03,55435
Guam,GUM,2021-03-04,56131
Guam,GUM,2021-03-05,56407
Guam,GUM,2021-03-06,56477
Guam,GUM,2021-03-07,56484
Guam,GUM,2021-03-08,56587
Guam,GUM,2021-03-09,58396
Guam,GUM,2021-03-10,60379
Guam,GUM,2021-03-11,62062
Hawaii,,2021-01-12,33483
Hawaii,,2021-01-13,36605
Hawaii,,2021-01-14,47985
Hawaii,,2021-01-15,46958
Hawaii,,2021-01-19,63954
Hawaii,,2021-01-20,71944
Hawaii,,2021-01-21,79414
Hawaii,,2021-01-22,84793
Hawaii,,2021-01-23,84792
Hawaii,,2021-01-24,84792
Hawaii,,2021-01-25,92092
Hawaii,,2021-01-26,93760
Hawaii,,2021-01-27,97692
Hawaii,,2021-01-28,103944
Hawaii,,2021-01-29,111165
Hawaii,,2021-01-30,120502
Hawaii,,2021-01-31,129267
Hawaii,,2021-02-01,135836
Hawaii,,2021-02-02,137914
Hawaii,,2021-02-03,143686
Hawaii,,2021-02-04,151107
Hawaii,,2021-02-05,169713
Hawaii,,2021-02-06,179059
Hawaii,,2021-02-07,187048
Hawaii,,2021-02-08,194035
Hawaii,,2021-02-09,194035
Hawaii,,2021-02-10,194035
Hawaii,,2021-02-11,200618
Hawaii,,2021-02-12,208807
Hawaii,,2021-02-13,217780
Hawaii,,2021-02-14,225188
Hawaii,,2021-02-16,237172
Hawaii,,2021-02-17,240715
Hawaii,,2021-02-18,247392
Hawaii,,2021-02-19,301369
Hawaii,,2021-02-20,312730
Hawaii,,2021-02-21,322966
Hawaii,,2021-02-22,331321
Hawaii,,2021-02-23,333599
Hawaii,,2021-02-24,339771
Hawaii,,2021-02-25,348897
Hawaii,,2021-02-26,359108
Hawaii,,2021-02-27,370746
Hawaii,,2021-02-28,382798
Hawaii,,2021-03-01,389644
Hawaii,,2021-03-02,392771
Hawaii,,2021-03-03,399195
Hawaii,,2021-03-04,411264
Hawaii,,2021-03-05,421996
Hawaii,,2021-03-06,434343
Hawaii,,2021-03-07,436036
Hawaii,,2021-03-08,452988
Hawaii,,2021-03-09,464100
Hawaii,,2021-03-10,475859
Hawaii,,2021-03-11,489283
Idaho,,2021-01-12,35845
Idaho,,2021-01-13,38872
Idaho,,2021-01-14,42586
Idaho,,2021-01-15,46636
Idaho,,2021-01-19,63975
Idaho,,2021-01-20,69267
Idaho,,2021-01-21,73372
Idaho,,2021-01-22,77988
Idaho,,2021-01-23,82640
Idaho,,2021-01-24,87128
Idaho,,2021-01-25,91271
Idaho,,2021-01-26,93766
Idaho,,2021-01-27,96991
Idaho,,2021-01-28,102800
Idaho,,2021-01-29,108873
Idaho,,2021-01-30,114729
Idaho,,2021-01-31,120880
Idaho,,2021-02-01,124377
Idaho,,2021-02-02,126648
Idaho,,2021-02-03,132384
Idaho,,2021-02-04,141897
Idaho,,2021-02-05,159394
Idaho,,2021-02-06,176220
Idaho,,2021-02-07,185681
Idaho,,2021-02-08,195591
Idaho,,2021-02-09,198826
Idaho,,2021-02-10,205379
Idaho,,2021-02-11,214063
Idaho,,2021-02-12,214063
Idaho,,2021-02-13,221585
Idaho,,2021-02-14,242295
Idaho,,2021-02-16,263625
Idaho,,2021-02-17,270169
Idaho,,2021-02-18,278474
Idaho,,2021-02-19,304647
Idaho,,2021-02-20,313466
Idaho,,2021-02-21,326336
Idaho,,2021-02-22,336243
Idaho,,2021-02-23,340444
Idaho,,2021-02-24,346534
Idaho,,2021-02-25,356987
Idaho,,2021-02-26,367113
Idaho,,2021-02-27,378401
Idaho,,2021-02-28,392370
Idaho,,2021-03-01,404250
Idaho,,2021-03-02,409641
Idaho,,2021-03-03,418956
Idaho,,2021-03-04,428196
Idaho,,2021-03-05,442491
Idaho,,2021-03-06,457434
Idaho,,2021-03-07,471043
Idaho,,2021-03-08,482273
Idaho,,2021-03-09,489220
Idaho,,2021-03-10,497534
Idaho,,2021-03-11,507965
Illinois,,2021-01-12,347005
Illinois,,2021-01-13,365859
Illinois,,2021-01-14,403666
Illinois,,2021-01-15,437765
Illinois,,2021-01-19,525261
Illinois,,2021-01-20,539926
Illinois,,2021-01-21,570527
Illinois,,2021-01-22,607502
Illinois,,2021-01-23,654752
Illinois,,2021-01-24,699072
Illinois,,2021-01-25,723203
Illinois,,2021-01-26,737989
Illinois,,2021-01-27,766659
Illinois,,2021-01-28,823325
Illinois,,2021-01-29,884502
Illinois,,2021-01-30,948804
Illinois,,2021-01-31,1011454
Illinois,,2021-02-01,1054814
Illinois,,2021-02-02,1073076
Illinois,,2021-02-03,1108571
Illinois,,2021-02-04,1178369
Illinois,,2021-02-05,1247521
Illinois,,2021-02-06,1329963
Illinois,,2021-02-07,1401585
Illinois,,2021-02-08,1457693
Illinois,,2021-02-09,1477780
Illinois,,2021-02-10,1539781
Illinois,,2021-02-11,1604830
Illinois,,2021-02-12,1674988
Illinois,,2021-02-13,1772568
Illinois,,2021-02-14,1854228
Illinois,,2021-02-16,1954382
Illinois,,2021-02-17,1996099
Illinois,,2021-02-18,2037388
Illinois,,2021-02-19,2174539
Illinois,,2021-02-20,2261482
Illinois,,2021-02-21,2339546
Illinois,,2021-02-22,2354395
Illinois,,2021-02-23,2416034
Illinois,,2021-02-24,2461385
Illinois,,2021-02-25,2519447
Illinois,,2021-02-26,2639826
Illinois,,2021-02-27,2735250
Illinois,,2021-02-28,2824209
Illinois,,2021-03-01,2906555
Illinois,,2021-03-02,2958947
Illinois,,2021-03-03,3022385
Illinois,,2021-03-04,3107699
Illinois,,2021-03-05,3204414
Illinois,,2021-03-06,3341021
Illinois,,2021-03-07,3473676
Illinois,,2021-03-08,3571808
Illinois,,2021-03-09,3601065
Illinois,,2021-03-10,3672596
Illinois,,2021-03-11,3777731
Indian Health Svc,,2021-01-12,68387
Indian Health Svc,,2021-01-13,74462
Indian Health Svc,,2021-01-14,81726
Indian Health Svc,,2021-01-15,90245
Indian Health Svc,,2021-01-19,104140
Indian Health Svc,,2021-01-20,108975
Indian Health Svc,,2021-01-21,117297
Indian Health Svc,,2021-01-22,123534
Indian Health Svc,,2021-01-23,143678
Indian Health Svc,,2021-01-24,153784
Indian Health Svc,,2021-01-25,155529
Indian Health Svc,,2021-01-26,158282
Indian Health Svc,,2021-01-27,165764
Indian Health Svc,,2021-01-28,180226
Indian Health Svc,,2021-01-29,191109
Indian Health Svc,,2021-01-30,194962
Indian Health Svc,,2021-01-31,209747
Indian Health Svc,,2021-02-01,210664
Indian Health Svc,,2021-02-02,214183
Indian Health Svc,,2021-02-03,224095
Indian Health Svc,,2021-02-04,238594
Indian Health Svc,,2021-02-05,244323
Indian Health Svc,,2021-02-06,276062
Indian Health Svc,,2021-02-07,282039
Indian Health Svc,,2021-02-08,291338
Indian Health Svc,,2021-02-09,297375
Indian Health Svc,,2021-02-10,306717
Indian Health Svc,,2021-02-11,325336
Indian Health Svc,,2021-02-12,346969
Indian Health Svc,,2021-02-13,362802
Indian Health Svc,,2021-02-14,378614
Indian Health Svc,,2021-02-16,385284
Indian Health Svc,,2021-02-17,390833
Indian Health Svc,,2021-02-18,401516
Indian Health Svc,,2021-02-19,407039
Indian Health Svc,,2021-02-20,412073
Indian Health Svc,,2021-02-21,426034
Indian Health Svc,,2021-02-22,441876
Indian Health Svc,,2021-02-23,455371
Indian Health Svc,,2021-02-24,468627
Indian Health Svc,,2021-02-25,488731
Indian Health Svc,,2021-02-26,516471
Indian Health Svc,,2021-02-27,537180
Indian Health Svc,,2021-02-28,553652
Indian Health Svc,,2021-03-01,569259
Indian Health Svc,,2021-03-02,577710
Indian Health Svc,,2021-03-03,588253
Indian Health Svc,,2021-03-04,603339
Indian Health Svc,,2021-03-05,620761
Indian Health Svc,,2021-03-06,642492
Indian Health Svc,,2021-03-07,655254
Indian Health Svc,,2021-03-08,665997
Indian Health Svc,,2021-03-09,669504
Indian Health Svc,,2021-03-10,684185
Indian Health Svc,,2021-03-11,697130
Indiana,,2021-01-12,191844
Indiana,,2021-01-13,211334
Indiana,,2021-01-14,233488
Indiana,,2021-01-15,260310
Indiana,,2021-01-19,334686
Indiana,,2021-01-20,356385
Indiana,,2021-01-21,387137
Indiana,,2021-01-22,414127
Indiana,,2021-01-23,446029
Indiana,,2021-01-24,446029
Indiana,,2021-01-25,491856
Indiana,,2021-01-26,498824
Indiana,,2021-01-27,524180
Indiana,,2021-01-28,552144
Indiana,,2021-01-29,581322
Indiana,,2021-01-30,607185
Indiana,,2021-01-31,607185
Indiana,,2021-02-01,607185
Indiana,,2021-02-02,612289
Indiana,,2021-02-03,637745
Indiana,,2021-02-04,671191
Indiana,,2021-02-05,710888
Indiana,,2021-02-06,749771
Indiana,,2021-02-07,749771
Indiana,,2021-02-08,749771
Indiana,,2021-02-09,761070
Indiana,,2021-02-10,795702
Indiana,,2021-02-11,832031
Indiana,,2021-02-12,873568
Indiana,,2021-02-13,1018783
Indiana,,2021-02-14,1058874
Indiana,,2021-02-16,1091762
Indiana,,2021-02-17,1113413
Indiana,,2021-02-18,1125976
Indiana,,2021-02-19,1194094
Indiana,,2021-02-20,1234416
Indiana,,2021-02-21,1269839
Indiana,,2021-02-22,1292340
Indiana,,2021-02-23,1298877
Indiana,,2021-02-24,1361053
Indiana,,2021-02-25,1459296
Indiana,,2021-02-26,1505040
Indiana,,2021-02-27,1551945
Indiana,,2021-02-28,1590344
Indiana,,2021-03-01,1615149
Indiana,,2021-03-02,1624577
Indiana,,2021-03-03,1657664
Indiana,,2021-03-04,1697536
Indiana,,2021-03-05,1748623
Indiana,,2021-03-06,1800802
Indiana,,2021-03-07,1844669
Indiana,,2021-03-08,1879649
Indiana,,2021-03-09,1892845
Indiana,,2021-03-10,1934412
Indiana,,2021-03-11,1979075
Iowa,,2021-01-12,98691
Iowa,,2021-01-13,112093
Iowa,,2021-01-14,112093
Iowa,,2021-01-15,120983
Iowa,,2021-01-19,144955
Iowa,,2021-01-20,149850
Iowa,,2021-01-21,158743
Iowa,,2021-01-22,170607
Iowa,,2021-01-23,180110
Iowa,,2021-01-24,191183
Iowa,,2021-01-25,196203
Iowa,,2021-01-26,197982
Iowa,,2021-01-27,204196
Iowa,,2021-01-28,212497
Iowa,,2021-01-29,224347
Iowa,,2021-01-30,237874
Iowa,,2021-01-31,252202
Iowa,,2021-02-01,257468
Iowa,,2021-02-02,259522
Iowa,,2021-02-03,266777
Iowa,,2021-02-04,279252
Iowa,,2021-02-05,293377
Iowa,,2021-02-06,308527
Iowa,,2021-02-07,328412
Iowa,,2021-02-08,345350
Iowa,,2021-02-09,351803
Iowa,,2021-02-10,368759
Iowa,,2021-02-11,387370
Iowa,,2021-02-12,408578
Iowa,,2021-02-13,432473
Iowa,,2021-02-14,456512
Iowa,,2021-02-16,485710
Iowa,,2021-02-17,495487
Iowa,,2021-02-18,507650
Iowa,,2021-02-19,552706
Iowa,,2021-02-20,577374
Iowa,,2021-02-21,599489
Iowa,,2021-02-22,611188
Iowa,,2021-02-23,614928
Iowa,,2021-02-24,621717
Iowa,,2021-02-25,631160
Iowa,,2021-02-26,654074
Iowa,,2021-02-27,684596
Iowa,,2021-02-28,713054
Iowa,,2021-03-01,734845
Iowa,,2021-03-02,740713
Iowa,,2021-03-03,753860
Iowa,,2021-03-04,773314
Iowa,,2021-03-05,801113
Iowa,,2021-03-06,861247
Iowa,,2021-03-07,906470
Iowa,,2021-03-08,940050
Iowa,,2021-03-09,952377
Iowa,,2021-03-10,969877
Iowa,,2021-03-11,999390
Kansas,,2021-01-12,78268
Kansas,,2021-01-13,85650
Kansas,,2021-01-14,91565
Kansas,,2021-01-15,97779
Kansas,,2021-01-19,118434
Kansas,,2021-01-20,122705
Kansas,,2021-01-21,130434
Kansas,,2021-01-22,137094
Kansas,,2021-01-23,144909
Kansas,,2021-01-24,151249
Kansas,,2021-01-25,154719
Kansas,,2021-01-26,158743
Kansas,,2021-01-27,168392
Kansas,,2021-01-28,190301
Kansas,,2021-01-29,190540
Kansas,,2021-01-30,206520
Kansas,,2021-01-31,221469
Kansas,,2021-02-01,226895
Kansas,,2021-02-02,231201
Kansas,,2021-02-03,241156
Kansas,,2021-02-04,251425
Kansas,,2021-02-05,263624
Kansas,,2021-02-06,280252
Kansas,,2021-02-07,296284
Kansas,,2021-02-08,303094
Kansas,,2021-02-09,305574
Kansas,,2021-02-10,319662
Kansas,,2021-02-11,332923
Kansas,,2021-02-12,350741
Kansas,,2021-02-13,367891
Kansas,,2021-02-14,389983
Kansas,,2021-02-16,397247
Kansas,,2021-02-17,405166
Kansas,,2021-02-18,417825
Kansas,,2021-02-19,466718
Kansas,,2021-02-20,488738
Kansas,,2021-02-21,509332
Kansas,,2021-02-22,514728
Kansas,,2021-02-23,517379
Kansas,,2021-02-24,530904
Kansas,,2021-02-25,542433
Kansas,,2021-02-26,560776
Kansas,,2021-02-27,583498
Kansas,,2021-02-28,609765
Kansas,,2021-03-01,620939
Kansas,,2021-03-02,629548
Kansas,,2021-03-03,644921
Kansas,,2021-03-04,661143
Kansas,,2021-03-05,683046
Kansas,,2021-03-06,707897
Kansas,,2021-03-07,734335
Kansas,,2021-03-08,742945
Kansas,,2021-03-09,751652
Kansas,,2021-03-10,769636
Kansas,,2021-03-11,796242
Kentucky,,2021-01-12,132114
Kentucky,,2021-01-13,142436
Kentucky,,2021-01-14,155613
Kentucky,,2021-01-15,174748
Kentucky,,2021-01-19,216039
Kentucky,,2021-01-20,223946
Kentucky,,2021-01-21,235143
Kentucky,,2021-01-22,254144
Kentucky,,2021-01-23,270960
Kentucky,,2021-01-24,299493
Kentucky,,2021-01-25,307462
Kentucky,,2021-01-26,312192
Kentucky,,2021-01-27,323268
Kentucky,,2021-01-28,342200
Kentucky,,2021-01-29,366643
Kentucky,,2021-01-30,386001
Kentucky,,2021-01-31,404705
Kentucky,,2021-02-01,415545
Kentucky,,2021-02-02,419562
Kentucky,,2021-02-03,435400
Kentucky,,2021-02-04,455783
Kentucky,,2021-02-05,483777
Kentucky,,2021-02-06,517168
Kentucky,,2021-02-07,548342
Kentucky,,2021-02-08,564682
Kentucky,,2021-02-09,568658
Kentucky,,2021-02-10,584947
Kentucky,,2021-02-11,608198
Kentucky,,2021-02-12,636518
Kentucky,,2021-02-13,649810
Kentucky,,2021-02-14,678768
Kentucky,,2021-02-16,711588
Kentucky,,2021-02-17,719857
Kentucky,,2021-02-18,726168
Kentucky,,2021-02-19,779109
Kentucky,,2021-02-20,796952
Kentucky,,2021-02-21,824007
Kentucky,,2021-02-22,839508
Kentucky,,2021-02-23,851440
Kentucky,,2021-02-24,874840
Kentucky,,2021-02-25,907836
Kentucky,,2021-02-26,945168
Kentucky,,2021-02-27,980727
Kentucky,,2021-02-28,1020045
Kentucky,,2021-03-01,1046835
Kentucky,,2021-03-02,1061236
Kentucky,,2021-03-03,1082228
Kentucky,,2021-03-04,1117369
Kentucky,,2021-03-05,1162694
Kentucky,,2021-03-06,1209546
Kentucky,,2021-03-07,1254160
Kentucky,,2021-03-08,1283860
Kentucky,,2021-03-09,1293847
Kentucky,,2021-03-10,1318808
Kentucky,,2021-03-11,1357068
Long Term Care,,2021-01-12,951774
Long Term Care,,2021-01-13,1084177
Long Term Care,,2021-01-14,1225493
Long Term Care,,2021-01-15,1384963
Long Term Care,,2021-01-19,1745441
Long Term Care,,2021-01-20,1908256
Long Term Care,,2021-01-21,2089181
Long Term Care,,2021-01-22,2289284
Long Term Care,,2021-01-23,2437670
Long Term Care,,2021-01-24,2567018
Long Term Care,,2021-01-25,2714487
Long Term Care,,2021-01-26,2725830
Long Term Care,,2021-01-27,2904840
Long Term Care,,2021-01-28,3102134
Long Term Care,,2021-01-29,3314266
Long Term Care,,2021-01-30,3505431
Long Term Care,,2021-01-31,3683718
Long Term Care,,2021-02-01,3748779
Long Term Care,,2021-02-02,3851460
Long Term Care,,2021-02-03,4022407
Long Term Care,,2021-02-04,4210027
Long Term Care,,2021-02-05,4419633
Long Term Care,,2021-02-06,4628962
Long Term Care,,2021-02-07,4839144
Long Term Care,,2021-02-08,4946483
Long Term Care,,2021-02-09,5015224
Long Term Care,,2021-02-10,5176499
Long Term Care,,2021-02-11,5348775
Long Term Care,,2021-02-12,5507785
Long Term Care,,2021-02-13,5667091
Long Term Care,,2021-02-14,5822871
Long Term Care,,2021-02-16,5968542
Long Term Care,,2021-02-17,6070341
Long Term Care,,2021-02-18,6181996
Long Term Care,,2021-02-19,6289188
Long Term Care,,2021-02-20,6399010
Long Term Care,,2021-02-21,6519848
Long Term Care,,2021-02-22,6579236
Long Term Care,,2021-02-23,6627820
Long Term Care,,2021-02-24,6724310
Long Term Care,,2021-02-25,6817460
Long Term Care,,2021-02-26,6933071
Long Term Care,,2021-02-27,7043540
Long Term Care,,2021-02-28,7112537
Long Term Care,,2021-03-01,7154531
Long Term Care,,2021-03-02,7178616
Long Term Care,,2021-03-03,7218655
Long Term Care,,2021-03-04,7262104
Long Term Care,,2021-03-05,7306425
Long Term Care,,2021-03-06,7349495
Long Term Care,,2021-03-07,7389102
Long Term Care,,2021-03-08,7405816
Long Term Care,,2021-03-09,7419240
Long Term Care,,2021-03-10,7445798
Long Term Care,,2021-03-11,7473597
Louisiana,,2021-01-12,142771
Louisiana,,2021-01-13,156186
Louisiana,,2021-01-14,175811
Louisiana,,2021-01-15,197967
Louisiana,,2021-01-19,255591
Louisiana,,2021-01-20,264400
Louisiana,,2021-01-21,279398
Louisiana,,2021-01-22,297655
Louisiana,,2021-01-23,315023
Louisiana,,2021-01-24,334086
Louisiana,,2021-01-25,341447
Louisiana,,2021-01-26,345675
Louisiana,,2021-01-27,358746
Louisiana,,2021-01-28,375895
Louisiana,,2021-01-29,398312
Louisiana,,2021-01-30,420908
Louisiana,,2021-01-31,443715
Louisiana,,2021-02-01,463179
Louisiana,,2021-02-02,476014
Louisiana,,2021-02-03,488960
Louisiana,,2021-02-04,509982
Louisiana,,2021-02-05,536404
Louisiana,,2021-02-06,570731
Louisiana,,2021-02-07,599941
Louisiana,,2021-02-08,614041
Louisiana,,2021-02-09,619729
Louisiana,,2021-02-10,639019
Louisiana,,2021-02-11,639019
Louisiana,,2021-02-12,701110
Louisiana,,2021-02-13,735622
Louisiana,,2021-02-14,769155
Louisiana,,2021-02-16,784976
Louisiana,,2021-02-17,791574
Louisiana,,2021-02-18,795511
Louisiana,,2021-02-19,859565
Louisiana,,2021-02-20,877683
Louisiana,,2021-02-21,894519
Louisiana,,2021-02-22,903226
Louisiana,,2021-02-23,907334
Louisiana,,2021-02-24,920794
Louisiana,,2021-02-25,943419
Louisiana,,2021-02-26,978234
Louisiana,,2021-02-27,1019381
Louisiana,,2021-02-28,1056975
Louisiana,,2021-03-01,1076576
Louisiana,,2021-03-02,1084499
Louisiana,,2021-03-03,1107626
Louisiana,,2021-03-04,1139071
Louisiana,,2021-03-05,1179138
Louisiana,,2021-03-06,1179915
Louisiana,,2021-03-07,1180945
Louisiana,,2021-03-08,1277889
Louisiana,,2021-03-09,1286353
Louisiana,,2021-03-10,1309279
Louisiana,,2021-03-11,1340630
Maine,,2021-01-12,54945
Maine,,2021-01-13,57248
Maine,,2021-01-14,61129
Maine,,2021-01-15,61129
Maine,,2021-01-19,73978
Maine,,2021-01-20,76167
Maine,,2021-01-21,80502
Maine,,2021-01-22,86395
Maine,,2021-01-23,93003
Maine,,2021-01-24,99815
Maine,,2021-01-25,104069
Maine,,2021-01-26,104924
Maine,,2021-01-27,109183
Maine,,2021-01-28,115191
Maine,,2021-01-29,123207
Maine,,2021-01-30,132067
Maine,,2021-01-31,140353
Maine,,2021-02-01,145786
Maine,,2021-02-02,145786
Maine,,2021-02-03,145786
Maine,,2021-02-04,153439
Maine,,2021-02-05,159236
Maine,,2021-02-06,168626
Maine,,2021-02-07,178449
Maine,,2021-02-08,178449
Maine,,2021-02-09,187512
Maine,,2021-02-10,193246
Maine,,2021-02-11,193246
Maine,,2021-02-12,193246
Maine,,2021-02-13,193246
Maine,,2021-02-14,193246
Maine,,2021-02-16,238137
Maine,,2021-02-17,242445
Maine,,2021-02-18,242445
Maine,,2021-02-19,268162
Maine,,2021-02-20,268322
Maine,,2021-02-21,268693
Maine,,2021-02-22,297116
Maine,,2021-02-23,299427
Maine,,2021-02-24,305362
Maine,,2021-02-25,305397
Maine,,2021-02-26,305477
Maine,,2021-02-27,332358
Maine,,2021-02-28,332999
Maine,,2021-03-01,334009
Maine,,2021-03-02,334325
Maine,,2021-03-03,334449
Maine,,2021-03-04,334528
Maine,,2021-03-05,382117
Maine,,2021-03-06,398509
Maine,,2021-03-07,399534
Maine,,2021-03-08,427445
Maine,,2021-03-09,432219
Maine,,2021-03-10,441443
Maine,,2021-03-11,442593
Marshall Islands,MHL,2021-01-12,639
Marshall Islands,MHL,2021-01-13,649
Marshall Islands,MHL,2021-01-14,649
Marshall Islands,MHL,2021-01-15,658
Marshall Islands,MHL,2021-01-19,1282
Marshall Islands,MHL,2021-01-20,1514
Marshall Islands,MHL,2021-01-21,1991
Marshall Islands,MHL,2021-01-22,2438
Marshall Islands,MHL,2021-01-23,2873
Marshall Islands,MHL,2021-01-24,3098
Marshall Islands,MHL,2021-01-25,3098
Marshall Islands,MHL,2021-01-26,3284
Marshall Islands,MHL,2021-01-27,3538
Marshall Islands,MHL,2021-01-28,3755
Marshall Islands,MHL,2021-01-29,3928
Marshall Islands,MHL,2021-01-30,3992
Marshall Islands,MHL,2021-01-31,4127
Marshall Islands,MHL,2021-02-01,4127
Marshall Islands,MHL,2021-02-02,4258
Marshall Islands,MHL,2021-02-03,4258
Marshall Islands,MHL,2021-02-04,4424
Marshall Islands,MHL,2021-02-05,4553
Marshall Islands,MHL,2021-02-06,4740
Marshall Islands,MHL,2021-02-07,4907
Marshall Islands,MHL,2021-02-08,4907
Marshall Islands,MHL,2021-02-09,5145
Marshall Islands,MHL,2021-02-10,5260
Marshall Islands,MHL,2021-02-11,5433
Marshall Islands,MHL,2021-02-12,5609
Marshall Islands,MHL,2021-02-13,5730
Marshall Islands,MHL,2021-02-14,5938
Marshall Islands,MHL,2021-02-16,6455
Marshall Islands,MHL,2021-02-17,6458
Marshall Islands,MHL,2021-02-18,6760
Marshall Islands,MHL,2021-02-19,7417
Marshall Islands,MHL,2021-02-20,7733
Marshall Islands,MHL,2021-02-21,8716
Marshall Islands,MHL,2021-02-22,8926
Marshall Islands,MHL,2021-02-23,9462
Marshall Islands,MHL,2021-02-24,9995
Marshall Islands,MHL,2021-02-25,10360
Marshall Islands,MHL,2021-02-26,10745
Marshall Islands,MHL,2021-02-27,10745
Marshall Islands,MHL,2021-02-28,11197
Marshall Islands,MHL,2021-03-01,11197
Marshall Islands,MHL,2021-03-02,11351
Marshall Islands,MHL,2021-03-03,11351
Marshall Islands,MHL,2021-03-04,12111
Marshall Islands,MHL,2021-03-05,12592
Marshall Islands,MHL,2021-03-06,13292
Marshall Islands,MHL,2021-03-07,13742
Marshall Islands,MHL,2021-03-08,13742
Marshall Islands,MHL,2021-03-09,14523
Marshall Islands,MHL,2021-03-10,14987
Marshall Islands,MHL,2021-03-11,15516
Maryland,,2021-01-12,146231
Maryland,,2021-01-13,178056
Maryland,,2021-01-14,178056
Maryland,,2021-01-15,194705
Maryland,,2021-01-19,247597
Maryland,,2021-01-20,258146
Maryland,,2021-01-21,271905
Maryland,,2021-01-22,287512
Maryland,,2021-01-23,307411
Maryland,,2021-01-24,338544
Maryland,,2021-01-25,350835
Maryland,,2021-01-26,365519
Maryland,,2021-01-27,389253
Maryland,,2021-01-28,412206
Maryland,,2021-01-29,442565
Maryland,,2021-01-30,475780
Maryland,,2021-01-31,505454
Maryland,,2021-02-01,528301
Maryland,,2021-02-02,537037
Maryland,,2021-02-03,546409
Maryland,,2021-02-04,565821
Maryland,,2021-02-05,594647
Maryland,,2021-02-06,626838
Maryland,,2021-02-07,665025
Maryland,,2021-02-08,683305
Maryland,,2021-02-09,692965
Maryland,,2021-02-10,721159
Maryland,,2021-02-11,745478
Maryland,,2021-02-12,778790
Maryland,,2021-02-13,812231
Maryland,,2021-02-14,850994
Maryland,,2021-02-16,887943
Maryland,,2021-02-17,903172
Maryland,,2021-02-18,930567
Maryland,,2021-02-19,1011323
Maryland,,2021-02-20,1054467
Maryland,,2021-02-21,1087762
Maryland,,2021-02-22,1111529
Maryland,,2021-02-23,1132483
Maryland,,2021-02-24,1159983
Maryland,,2021-02-25,1199143
Maryland,,2021-02-26,1239644
Maryland,,2021-02-27,1280675
Maryland,,2021-02-28,1325977
Maryland,,2021-03-01,1364145
Maryland,,2021-03-02,1390370
Maryland,,2021-03-03,1454494
Maryland,,2021-03-04,1497538
Maryland,,2021-03-05,1548380
Maryland,,2021-03-06,1606378
Maryland,,2021-03-07,1645609
Maryland,,2021-03-08,1671778
Maryland,,2021-03-09,1715039
Maryland,,2021-03-10,1761081
Maryland,,2021-03-11,1812309
