Entity,Code,Date,people_fully_vaccinated_per_hundred
Massachusetts,,2021-02-03,1.84
Massachusetts,,2021-02-04,1.95
Massachusetts,,2021-02-05,2.08
Massachusetts,,2021-02-06,2.23
Massachusetts,,2021-02-07,2.45
Massachusetts,,2021-02-08,2.53
Massachusetts,,2021-02-09,2.63
Massachusetts,,2021-02-10,2.83
Massachusetts,,2021-02-11,3.01
Massachusetts,,2021-02-12,3.17
Massachusetts,,2021-02-13,3.42
Massachusetts,,2021-02-14,3.77
Massachusetts,,2021-02-16,4.07
Massachusetts,,2021-02-17,4.18
Massachusetts,,2021-02-18,4.35
Massachusetts,,2021-02-19,4.73
Massachusetts,,2021-02-20,4.98
Massachusetts,,2021-02-21,5.34
Massachusetts,,2021-02-22,5.58
Massachusetts,,2021-02-23,5.74
Massachusetts,,2021-02-24,5.95
Massachusetts,,2021-02-25,6.21
Massachusetts,,2021-02-26,6.51
Massachusetts,,2021-02-27,6.9
Massachusetts,,2021-02-28,7.26
Massachusetts,,2021-03-01,7.66
Massachusetts,,2021-03-02,7.89
Massachusetts,,2021-03-03,8.16
Massachusetts,,2021-03-04,8.47
Massachusetts,,2021-03-05,8.87
Massachusetts,,2021-03-06,9.33
Michigan,,2021-01-12,0.19
Michigan,,2021-01-13,0.32
Michigan,,2021-01-15,0.49
Michigan,,2021-01-19,0.63
Michigan,,2021-01-20,0.71
Michigan,,2021-01-21,0.81
Michigan,,2021-01-22,0.93
Michigan,,2021-01-23,1.06
Michigan,,2021-01-24,1.11
Michigan,,2021-01-25,1.17
Michigan,,2021-01-26,1.2
Michigan,,2021-01-27,1.32
Michigan,,2021-01-28,1.44
Michigan,,2021-01-29,1.6
Michigan,,2021-01-30,1.75
Michigan,,2021-01-31,1.91
Michigan,,2021-02-01,1.98
Michigan,,2021-02-02,2
Michigan,,2021-02-03,2.14
Michigan,,2021-02-04,2.3
Michigan,,2021-02-05,2.53
Michigan,,2021-02-06,2.83
Michigan,,2021-02-07,3.13
Michigan,,2021-02-08,3.29
Michigan,,2021-02-09,3.44
Michigan,,2021-02-10,3.72
Michigan,,2021-02-11,3.99
Michigan,,2021-02-12,4.26
Michigan,,2021-02-13,4.6
Michigan,,2021-02-14,4.92
Michigan,,2021-02-16,5.16
Michigan,,2021-02-17,5.27
Michigan,,2021-02-18,5.46
Michigan,,2021-02-19,5.92
Michigan,,2021-02-20,6.19
Michigan,,2021-02-21,6.48
Michigan,,2021-02-22,6.72
Michigan,,2021-02-23,6.79
Michigan,,2021-02-24,7.06
Michigan,,2021-02-25,7.41
Michigan,,2021-02-26,7.7
Michigan,,2021-02-27,8.05
Michigan,,2021-02-28,8.31
Michigan,,2021-03-01,8.48
Michigan,,2021-03-02,8.58
Michigan,,2021-03-03,8.67
Michigan,,2021-03-04,8.92
Michigan,,2021-03-05,9.18
Michigan,,2021-03-06,9.42
Minnesota,,2021-01-12,0.17
Minnesota,,2021-01-13,0.18
Minnesota,,2021-01-15,0.49
Minnesota,,2021-01-19,0.75
Minnesota,,2021-01-20,0.75
Minnesota,,2021-01-21,0.82
Minnesota,,2021-01-22,0.96
Minnesota,,2021-01-23,1.15
Minnesota,,2021-01-24,1.2
Minnesota,,2021-01-25,1.28
Minnesota,,2021-01-26,1.29
Minnesota,,2021-01-27,1.34
Minnesota,,2021-01-28,1.55
Minnesota,,2021-01-29,1.75
Minnesota,,2021-01-30,1.91
Minnesota,,2021-01-31,2.03
Minnesota,,2021-02-01,2.11
Minnesota,,2021-02-02,2.12
Minnesota,,2021-02-03,2.12
Minnesota,,2021-02-04,2.34
Minnesota,,2021-02-05,2.34
Minnesota,,2021-02-06,2.67
Minnesota,,2021-02-07,2.79
Minnesota,,2021-02-08,2.85
Minnesota,,2021-02-09,2.85
Minnesota,,2021-02-10,2.85
Minnesota,,2021-02-11,3.13
Minnesota,,2021-02-12,3.35
Minnesota,,2021-02-13,3.65
Minnesota,,2021-02-14,3.97
Minnesota,,2021-02-16,4.19
Minnesota,,2021-02-17,4.26
Minnesota,,2021-02-18,4.56
Minnesota,,2021-02-19,5.21
Minnesota,,2021-02-20,5.7
Minnesota,,2021-02-21,6.1
Minnesota,,2021-02-22,6.12
Minnesota,,2021-02-23,6.48
Minnesota,,2021-02-24,6.64
Minnesota,,2021-02-25,6.91
Minnesota,,2021-02-26,7.27
Minnesota,,2021-02-27,7.72
Minnesota,,2021-02-28,8.05
Minnesota,,2021-03-01,8.3
Minnesota,,2021-03-02,8.42
Minnesota,,2021-03-03,8.62
Minnesota,,2021-03-04,8.89
Minnesota,,2021-03-05,9.25
Minnesota,,2021-03-06,9.66
Mississippi,,2021-01-12,0.16
Mississippi,,2021-01-13,0.19
Mississippi,,2021-01-15,0.28
Mississippi,,2021-01-19,0.32
Mississippi,,2021-01-20,0.34
Mississippi,,2021-01-21,0.39
Mississippi,,2021-01-22,0.45
Mississippi,,2021-01-23,0.45
Mississippi,,2021-01-24,0.53
Mississippi,,2021-01-25,0.54
Mississippi,,2021-01-26,0.54
Mississippi,,2021-01-27,0.59
Mississippi,,2021-01-28,0.65
Mississippi,,2021-01-29,0.72
Mississippi,,2021-01-30,0.77
Mississippi,,2021-01-31,0.82
Mississippi,,2021-02-01,0.84
Mississippi,,2021-02-02,0.85
Mississippi,,2021-02-03,0.93
Mississippi,,2021-02-04,0.93
Mississippi,,2021-02-05,1.26
Mississippi,,2021-02-06,1.6
Mississippi,,2021-02-07,1.89
Mississippi,,2021-02-08,1.99
Mississippi,,2021-02-09,2.02
Mississippi,,2021-02-10,2.28
Mississippi,,2021-02-11,2.65
Mississippi,,2021-02-12,3.01
Mississippi,,2021-02-13,3.48
Mississippi,,2021-02-14,3.84
Mississippi,,2021-02-16,4.02
Mississippi,,2021-02-17,4.02
Mississippi,,2021-02-18,4.02
Mississippi,,2021-02-19,4.43
Mississippi,,2021-02-20,4.56
Mississippi,,2021-02-21,4.72
Mississippi,,2021-02-22,4.86
Mississippi,,2021-02-23,4.96
Mississippi,,2021-02-24,5.34
Mississippi,,2021-02-25,5.35
Mississippi,,2021-02-26,6.11
Mississippi,,2021-02-27,6.52
Mississippi,,2021-02-28,6.95
Mississippi,,2021-03-01,7.26
Mississippi,,2021-03-02,7.4
Mississippi,,2021-03-03,7.68
Mississippi,,2021-03-04,7.98
Mississippi,,2021-03-05,8.33
Mississippi,,2021-03-06,8.6
Missouri,,2021-01-12,0.36
Missouri,,2021-01-13,0.36
Missouri,,2021-01-15,0.6
Missouri,,2021-01-19,0.74
Missouri,,2021-01-20,0.8
Missouri,,2021-01-21,0.96
Missouri,,2021-01-22,1.09
Missouri,,2021-01-23,1.12
Missouri,,2021-01-24,1.19
Missouri,,2021-01-25,1.23
Missouri,,2021-01-26,1.25
Missouri,,2021-01-27,1.3
Missouri,,2021-01-28,1.4
Missouri,,2021-01-29,1.5
Missouri,,2021-01-30,1.5
Missouri,,2021-01-31,1.63
Missouri,,2021-02-01,1.68
Missouri,,2021-02-02,1.7
Missouri,,2021-02-03,1.74
Missouri,,2021-02-04,1.83
Missouri,,2021-02-05,1.93
Missouri,,2021-02-06,2.11
Missouri,,2021-02-07,2.3
Missouri,,2021-02-08,2.38
Missouri,,2021-02-09,2.4
Missouri,,2021-02-10,2.53
Missouri,,2021-02-11,2.66
Missouri,,2021-02-12,2.82
Missouri,,2021-02-13,3.35
Missouri,,2021-02-14,3.67
Missouri,,2021-02-16,3.89
Missouri,,2021-02-17,3.99
Missouri,,2021-02-18,4.23
Missouri,,2021-02-19,4.81
Missouri,,2021-02-20,5.03
Missouri,,2021-02-21,5.48
Missouri,,2021-02-22,5.68
Missouri,,2021-02-23,5.75
Missouri,,2021-02-24,5.98
Missouri,,2021-02-25,6.27
Missouri,,2021-02-26,6.52
Missouri,,2021-02-27,7.05
Missouri,,2021-02-28,7.06
Missouri,,2021-03-01,7.57
Missouri,,2021-03-02,7.6
Missouri,,2021-03-03,7.78
Missouri,,2021-03-04,8.08
Missouri,,2021-03-05,8.37
Missouri,,2021-03-06,8.65
Montana,,2021-01-12,0.55
Montana,,2021-01-13,0.64
Montana,,2021-01-15,0.77
Montana,,2021-01-19,0.81
Montana,,2021-01-20,0.85
Montana,,2021-01-21,0.93
Montana,,2021-01-22,1.11
Montana,,2021-01-23,1.24
Montana,,2021-01-24,1.32
Montana,,2021-01-25,1.32
Montana,,2021-01-26,1.33
Montana,,2021-01-27,1.44
Montana,,2021-01-28,1.7
Montana,,2021-01-29,1.97
Montana,,2021-01-30,2.22
Montana,,2021-01-31,2.33
Montana,,2021-02-01,2.38
Montana,,2021-02-02,2.42
Montana,,2021-02-03,2.46
Montana,,2021-02-04,2.71
Montana,,2021-02-05,2.88
Montana,,2021-02-06,3.2
Montana,,2021-02-07,3.39
Montana,,2021-02-08,3.42
Montana,,2021-02-09,3.45
Montana,,2021-02-10,3.55
Montana,,2021-02-11,3.72
Montana,,2021-02-12,3.92
Montana,,2021-02-13,4.2
Montana,,2021-02-14,4.56
Montana,,2021-02-16,4.71
Montana,,2021-02-17,4.8
Montana,,2021-02-18,4.98
Montana,,2021-02-19,5.86
Montana,,2021-02-20,6.23
Montana,,2021-02-21,6.63
Montana,,2021-02-22,6.76
Montana,,2021-02-23,6.84
Montana,,2021-02-24,7.04
Montana,,2021-02-25,7.31
Montana,,2021-02-26,7.65
Montana,,2021-02-27,8.15
Montana,,2021-02-28,8.67
Montana,,2021-03-01,8.76
Montana,,2021-03-02,8.85
Montana,,2021-03-03,9.06
Montana,,2021-03-04,9.5
Montana,,2021-03-05,10.02
Montana,,2021-03-06,10.6
Nebraska,,2021-01-12,0.44
Nebraska,,2021-01-13,0.54
Nebraska,,2021-01-15,0.68
Nebraska,,2021-01-19,0.72
Nebraska,,2021-01-20,0.75
Nebraska,,2021-01-21,0.84
Nebraska,,2021-01-22,0.94
Nebraska,,2021-01-23,1.02
Nebraska,,2021-01-24,1.15
Nebraska,,2021-01-25,1.17
Nebraska,,2021-01-26,1.19
Nebraska,,2021-01-27,1.27
Nebraska,,2021-01-28,1.67
Nebraska,,2021-01-29,1.93
Nebraska,,2021-01-30,2.12
Nebraska,,2021-01-31,2.26
Nebraska,,2021-02-01,2.36
Nebraska,,2021-02-02,2.4
Nebraska,,2021-02-03,2.53
Nebraska,,2021-02-04,2.71
Nebraska,,2021-02-05,2.86
Nebraska,,2021-02-06,3.1
Nebraska,,2021-02-07,3.41
Nebraska,,2021-02-08,3.5
Nebraska,,2021-02-09,3.52
Nebraska,,2021-02-10,3.65
Nebraska,,2021-02-11,3.81
Nebraska,,2021-02-12,4.08
Nebraska,,2021-02-13,4.32
Nebraska,,2021-02-14,4.57
Nebraska,,2021-02-16,4.66
Nebraska,,2021-02-17,4.76
Nebraska,,2021-02-18,4.98
Nebraska,,2021-02-19,5.72
Nebraska,,2021-02-20,5.92
Nebraska,,2021-02-21,6.12
Nebraska,,2021-02-22,6.2
Nebraska,,2021-02-23,6.42
Nebraska,,2021-02-24,6.8
Nebraska,,2021-02-25,7.14
Nebraska,,2021-02-26,7.53
Nebraska,,2021-02-27,7.58
Nebraska,,2021-02-28,8.32
Nebraska,,2021-03-01,8.37
Nebraska,,2021-03-02,8.51
Nebraska,,2021-03-03,8.8
Nebraska,,2021-03-04,9.18
Nebraska,,2021-03-05,9.68
Nebraska,,2021-03-06,9.71
Nevada,,2021-01-12,0.28
Nevada,,2021-01-13,0.28
Nevada,,2021-01-15,0.5
Nevada,,2021-01-19,0.54
Nevada,,2021-01-20,0.56
Nevada,,2021-01-21,0.63
Nevada,,2021-01-22,0.66
Nevada,,2021-01-23,0.68
Nevada,,2021-01-24,0.72
Nevada,,2021-01-25,0.72
Nevada,,2021-01-26,0.73
Nevada,,2021-01-27,0.77
Nevada,,2021-01-28,0.86
Nevada,,2021-01-29,0.95
Nevada,,2021-01-30,1.03
Nevada,,2021-01-31,1.1
Nevada,,2021-02-01,1.15
Nevada,,2021-02-02,1.22
Nevada,,2021-02-03,1.34
Nevada,,2021-02-04,1.48
Nevada,,2021-02-05,1.62
Nevada,,2021-02-06,1.83
Nevada,,2021-02-07,2.03
Nevada,,2021-02-08,2.17
Nevada,,2021-02-09,2.2
Nevada,,2021-02-10,2.37
Nevada,,2021-02-11,2.52
Nevada,,2021-02-12,2.71
Nevada,,2021-02-13,2.94
Nevada,,2021-02-14,3.2
Nevada,,2021-02-16,3.5
Nevada,,2021-02-17,3.57
Nevada,,2021-02-18,3.83
Nevada,,2021-02-19,4.5
Nevada,,2021-02-20,5.11
Nevada,,2021-02-21,5.37
Nevada,,2021-02-22,5.72
Nevada,,2021-02-23,5.96
Nevada,,2021-02-24,6.1
Nevada,,2021-02-25,6.31
Nevada,,2021-02-26,6.67
Nevada,,2021-02-27,7.09
Nevada,,2021-02-28,7.4
Nevada,,2021-03-01,7.81
Nevada,,2021-03-02,7.94
Nevada,,2021-03-03,8.1
Nevada,,2021-03-04,8.3
Nevada,,2021-03-05,8.56
Nevada,,2021-03-06,8.91
New Hampshire,,2021-01-12,0
New Hampshire,,2021-01-13,0
New Hampshire,,2021-01-15,0.42
New Hampshire,,2021-01-19,0.52
New Hampshire,,2021-01-20,0.59
New Hampshire,,2021-01-21,0.76
New Hampshire,,2021-01-22,0.92
New Hampshire,,2021-01-23,0.97
New Hampshire,,2021-01-24,0.98
New Hampshire,,2021-01-25,1.02
New Hampshire,,2021-01-26,1.14
New Hampshire,,2021-01-27,1.34
New Hampshire,,2021-01-28,1.6
New Hampshire,,2021-01-29,1.84
New Hampshire,,2021-01-30,2.03
New Hampshire,,2021-01-31,2.19
New Hampshire,,2021-02-01,2.24
New Hampshire,,2021-02-02,2.38
New Hampshire,,2021-02-03,2.51
New Hampshire,,2021-02-04,2.71
New Hampshire,,2021-02-05,2.98
New Hampshire,,2021-02-06,3.23
New Hampshire,,2021-02-07,3.35
New Hampshire,,2021-02-08,3.39
New Hampshire,,2021-02-09,3.49
New Hampshire,,2021-02-10,3.72
New Hampshire,,2021-02-11,3.91
New Hampshire,,2021-02-12,4.1
New Hampshire,,2021-02-13,4.37
New Hampshire,,2021-02-14,4.54
New Hampshire,,2021-02-16,4.8
New Hampshire,,2021-02-17,4.86
New Hampshire,,2021-02-18,5.12
New Hampshire,,2021-02-19,5.5
New Hampshire,,2021-02-20,5.76
New Hampshire,,2021-02-21,5.99
New Hampshire,,2021-02-22,6.1
New Hampshire,,2021-02-23,6.18
New Hampshire,,2021-02-24,6.36
New Hampshire,,2021-02-25,6.55
New Hampshire,,2021-02-26,6.76
New Hampshire,,2021-02-27,6.95
New Hampshire,,2021-02-28,7.1
New Hampshire,,2021-03-01,7.11
New Hampshire,,2021-03-02,7.18
New Hampshire,,2021-03-03,7.34
New Hampshire,,2021-03-04,7.56
New Hampshire,,2021-03-05,7.75
New Hampshire,,2021-03-06,8.09
New Jersey,,2021-01-12,0.16
New Jersey,,2021-01-13,0.3
New Jersey,,2021-01-15,0.41
New Jersey,,2021-01-19,0.49
New Jersey,,2021-01-20,0.56
New Jersey,,2021-01-21,0.56
New Jersey,,2021-01-22,0.63
New Jersey,,2021-01-23,0.69
New Jersey,,2021-01-24,0.73
New Jersey,,2021-01-25,0.78
New Jersey,,2021-01-26,0.81
New Jersey,,2021-01-27,0.9
New Jersey,,2021-01-28,0.99
New Jersey,,2021-01-29,1.22
New Jersey,,2021-01-30,1.33
New Jersey,,2021-01-31,1.39
New Jersey,,2021-02-01,1.44
New Jersey,,2021-02-02,1.54
New Jersey,,2021-02-03,1.64
New Jersey,,2021-02-04,1.64
New Jersey,,2021-02-05,1.78
New Jersey,,2021-02-06,2.24
New Jersey,,2021-02-07,2.37
New Jersey,,2021-02-08,2.49
New Jersey,,2021-02-09,2.71
New Jersey,,2021-02-10,2.93
New Jersey,,2021-02-11,3.15
New Jersey,,2021-02-12,3.44
New Jersey,,2021-02-13,3.75
New Jersey,,2021-02-14,3.95
New Jersey,,2021-02-16,4.32
New Jersey,,2021-02-17,4.58
New Jersey,,2021-02-18,4.88
New Jersey,,2021-02-19,5.17
New Jersey,,2021-02-20,5.46
New Jersey,,2021-02-21,5.75
New Jersey,,2021-02-22,5.87
New Jersey,,2021-02-23,6.16
New Jersey,,2021-02-24,6.41
New Jersey,,2021-02-25,6.76
New Jersey,,2021-02-26,7.2
New Jersey,,2021-02-27,7.53
New Jersey,,2021-02-28,7.76
New Jersey,,2021-03-01,7.84
New Jersey,,2021-03-02,8.16
New Jersey,,2021-03-03,8.39
New Jersey,,2021-03-04,8.63
New Jersey,,2021-03-05,8.94
New Jersey,,2021-03-06,9.25
New Mexico,,2021-01-12,0.54
New Mexico,,2021-01-13,0.59
New Mexico,,2021-01-15,0.89
New Mexico,,2021-01-19,1.11
New Mexico,,2021-01-20,1.18
New Mexico,,2021-01-21,1.29
New Mexico,,2021-01-22,1.4
New Mexico,,2021-01-23,1.58
New Mexico,,2021-01-24,1.66
New Mexico,,2021-01-25,1.69
New Mexico,,2021-01-26,1.71
New Mexico,,2021-01-27,1.83
New Mexico,,2021-01-28,1.99
New Mexico,,2021-01-29,2.24
New Mexico,,2021-01-30,2.39
New Mexico,,2021-01-31,2.69
New Mexico,,2021-02-01,2.87
New Mexico,,2021-02-02,2.9
New Mexico,,2021-02-03,3
New Mexico,,2021-02-04,3.21
New Mexico,,2021-02-05,3.43
New Mexico,,2021-02-06,3.76
New Mexico,,2021-02-07,3.96
New Mexico,,2021-02-08,4.19
New Mexico,,2021-02-09,4.23
New Mexico,,2021-02-10,4.42
New Mexico,,2021-02-11,4.85
New Mexico,,2021-02-12,5.34
New Mexico,,2021-02-13,5.65
New Mexico,,2021-02-14,6.12
New Mexico,,2021-02-16,6.56
New Mexico,,2021-02-17,6.64
New Mexico,,2021-02-18,6.87
New Mexico,,2021-02-19,8.45
New Mexico,,2021-02-20,8.88
New Mexico,,2021-02-21,9.29
New Mexico,,2021-02-22,9.47
New Mexico,,2021-02-23,9.6
New Mexico,,2021-02-24,9.75
New Mexico,,2021-02-25,10.12
New Mexico,,2021-02-26,10.6
New Mexico,,2021-02-27,11.02
New Mexico,,2021-02-28,11.52
New Mexico,,2021-03-01,11.67
New Mexico,,2021-03-02,11.91
New Mexico,,2021-03-03,12.19
New Mexico,,2021-03-04,12.38
New Mexico,,2021-03-05,12.77
New Mexico,,2021-03-06,13.57
New York State,,2021-01-12,0.19
New York State,,2021-01-13,0.23
New York State,,2021-01-15,0.38
New York State,,2021-01-19,0.52
New York State,,2021-01-20,0.55
New York State,,2021-01-21,0.62
New York State,,2021-01-22,0.73
New York State,,2021-01-23,0.84
New York State,,2021-01-24,0.91
New York State,,2021-01-25,0.94
New York State,,2021-01-26,0.98
New York State,,2021-01-27,1.09
New York State,,2021-01-28,1.23
New York State,,2021-01-29,1.4
New York State,,2021-01-30,1.56
New York State,,2021-01-31,1.7
New York State,,2021-02-01,1.77
New York State,,2021-02-02,1.82
